transaction_id,datetime_local,store_id,channel,membership_tier,coupon_used,items_count,avg_item_price_rmb,basket_value_rmb,wait_time_sec,satisfaction_1to5
6FE097AA,2025-09-23 14:17:00,WZ02,In-Store,Gold,0,1,24.63,18.73,47,5
49EB4019,2025-09-23 14:17:00,WZ01,App,None,0,2,29.43,74.55,59,5
48E20A28,2025-09-23 14:18:00,WZ03,In-Store,None,0,3,12.67,65.41,42,5
00512D9B,2025-09-23 14:18:00,WZ02,In-Store,None,0,3,23.87,47.11,91,4
3E4E3266,2025-09-23 14:19:00,WZ01,App,None,0,1,16.61,21.56,48,4
7D969E0A,2025-09-23 14:19:00,WZ01,App,Silver,0,2,31.49,30.6,94,5
37453F4B,2025-09-23 14:21:00,WZ01,In-Store,Silver,0,3,17.73,23.59,74,4
10289887,2025-09-23 14:26:00,WZ01,App,None,0,1,22.24,17.37,152,4
C4C7E9E1,2025-09-23 14:31:00,WZ02,In-Store,Silver,0,4,17.29,34.3,68,4
B49833F9,2025-09-23 14:35:00,WZ01,App,Gold,1,3,26.5,107.71,122,5
68728933,2025-09-23 14:35:00,WZ01,App,Silver,0,1,28.81,11.46,103,3
DCFABED2,2025-09-23 14:40:00,WZ02,In-Store,Silver,0,3,31.25,35.56,55,5
C85C7349,2025-09-23 14:45:00,WZ02,Delivery,Gold,0,2,40.39,48.99,148,4
725497D5,2025-09-23 14:48:00,WZ01,App,None,0,1,15.78,8.92,129,4
EFCC7291,2025-09-23 14:52:00,WZ02,Delivery,None,0,4,24.65,39.86,130,3
A706E8BD,2025-09-23 14:56:00,WZ01,App,None,0,1,21.1,12.13,79,5
B35B4770,2025-09-23 14:58:00,WZ01,In-Store,None,0,1,19.69,26.13,100,4
F4ECBF00,2025-09-23 15:00:00,WZ01,In-Store,Gold,0,1,21.6,17.59,50,5
F32DBF40,2025-09-23 15:04:00,WZ03,In-Store,None,0,1,26.4,125.9,31,5
84BD1A66,2025-09-23 15:07:00,WZ01,In-Store,Silver,0,2,25.9,28.56,62,4
3AC981C8,2025-09-23 15:10:00,WZ03,In-Store,Silver,0,2,32.86,30.9,71,5
ADE30A54,2025-09-23 15:11:00,WZ02,In-Store,Silver,0,2,21.28,17.55,85,5
05A0F64A,2025-09-23 15:14:00,WZ02,In-Store,None,1,2,25.03,28.55,49,5
4D528669,2025-09-23 15:14:00,WZ03,App,Silver,1,4,18.03,30.99,65,5
05EC8404,2025-09-23 15:16:00,WZ01,Delivery,None,0,1,32.25,8.8,147,4
9C9B3121,2025-09-23 15:16:00,WZ02,App,None,0,1,28.69,7.28,190,4
EF203E82,2025-09-23 15:20:00,WZ01,App,Silver,0,1,34.06,15.26,123,4
ED26343C,2025-09-23 15:20:00,WZ01,In-Store,None,0,3,22.37,56.01,59,4
BD7404D2,2025-09-23 15:25:00,WZ01,In-Store,Silver,0,1,23.47,7.05,107,4
96B32A4F,2025-09-23 15:27:00,WZ01,In-Store,Silver,0,2,32.54,39.48,47,5
777493B4,2025-09-23 15:34:00,WZ02,App,Silver,0,2,35.9,45.76,67,5
17DF4C87,2025-09-23 15:43:00,WZ01,App,Gold,0,1,31.52,14.05,81,5
8B3E7009,2025-09-23 15:48:00,WZ02,In-Store,None,0,2,28.96,25.85,75,5
2563C644,2025-09-23 15:51:00,WZ02,In-Store,None,0,2,17.34,19.15,85,4
8ECD7859,2025-09-23 15:52:00,WZ01,Delivery,Gold,0,1,26.5,41.81,104,4
609B4AA4,2025-09-23 15:53:00,WZ01,In-Store,None,0,2,24.05,25.16,114,5
811C69DF,2025-09-23 15:57:00,WZ01,In-Store,Silver,0,2,19.56,27.86,71,5
EBF5A33D,2025-09-23 15:57:00,WZ02,In-Store,None,0,1,35.06,6.0,54,5
1CCC346E,2025-09-23 16:07:00,WZ01,App,None,1,1,28.79,10.79,68,4
3FC721F3,2025-09-23 16:15:00,WZ01,App,None,0,1,18.99,4.9,95,5
8817940A,2025-09-23 16:19:00,WZ03,In-Store,None,0,3,36.31,58.6,63,5
904A5A24,2025-09-23 16:22:00,WZ01,App,Silver,0,2,24.18,13.66,115,5
BFCA1305,2025-09-23 16:37:00,WZ03,Delivery,None,0,2,26.16,27.1,98,5
17B7042F,2025-09-23 16:40:00,WZ02,App,None,0,2,16.97,30.38,104,4
FBFE7795,2025-09-23 16:42:00,WZ02,In-Store,Silver,0,2,26.08,35.0,90,3
8DF4835C,2025-09-23 16:45:00,WZ01,In-Store,None,0,1,31.39,7.91,94,5
9DD7C4A7,2025-09-23 16:47:00,WZ02,In-Store,None,0,1,25.5,20.05,78,5
78EB1986,2025-09-23 16:54:00,WZ01,App,Silver,1,1,27.72,3.43,92,5
E4E72E73,2025-09-23 16:54:00,WZ01,App,None,0,1,21.63,6.02,52,3
45D82717,2025-09-23 16:57:00,WZ01,In-Store,None,0,1,32.67,15.56,97,5
8CCFE050,2025-09-23 16:58:00,WZ01,In-Store,None,0,3,23.06,31.74,100,4
9DB59762,2025-09-23 16:59:00,WZ01,In-Store,None,0,1,34.25,12.3,77,4
CDF3CEE4,2025-09-23 17:04:00,WZ02,In-Store,Silver,0,1,22.7,14.41,96,4
837C6A87,2025-09-23 17:05:00,WZ01,Delivery,Silver,0,2,31.57,32.99,70,5
5158C5D3,2025-09-23 17:14:00,WZ01,In-Store,None,0,1,22.67,12.76,48,5
B12FBCEC,2025-09-23 17:15:00,WZ01,App,None,0,1,36.03,6.53,88,5
197A56EA,2025-09-23 17:29:00,WZ03,In-Store,None,1,2,23.62,13.46,37,4
404627F9,2025-09-23 17:34:00,WZ01,In-Store,None,0,1,22.7,10.01,126,5
CC1971D4,2025-09-23 17:39:00,WZ01,In-Store,Silver,0,1,21.2,7.2,25,4
14731FE0,2025-09-23 17:43:00,WZ02,App,None,0,2,30.24,49.6,22,5
9029FEF6,2025-09-23 17:54:00,WZ02,In-Store,Silver,0,1,32.36,24.44,19,5
A0AF531A,2025-09-23 17:55:00,WZ01,App,Silver,0,2,25.2,29.83,60,5
84ED6AAE,2025-09-23 18:02:00,WZ01,App,Silver,1,1,25.37,54.4,74,4
7B9D0269,2025-09-23 18:05:00,WZ01,In-Store,None,0,2,26.62,32.98,58,5
ACDE39C3,2025-09-23 18:08:00,WZ01,In-Store,Silver,0,2,16.21,35.44,18,5
06CDBD3E,2025-09-23 18:08:00,WZ01,In-Store,None,0,1,30.61,6.07,22,5
EBF33EB6,2025-09-23 18:08:00,WZ02,In-Store,None,0,1,17.38,13.22,47,5
020767F9,2025-09-23 18:11:00,WZ01,In-Store,Silver,0,2,16.5,24.09,32,5
D2349491,2025-09-23 18:16:00,WZ01,In-Store,None,0,2,29.51,39.79,60,5
8B79BC4B,2025-09-23 18:23:00,WZ02,In-Store,None,0,1,22.32,9.6,45,5
D5DF3C38,2025-09-23 18:35:00,WZ02,In-Store,Silver,0,1,18.15,19.79,33,5
69252A04,2025-09-23 18:42:00,WZ02,App,None,0,1,25.68,9.11,65,4
E36D89C0,2025-09-23 18:55:00,WZ01,App,None,1,2,26.64,16.72,35,5
BF992AEA,2025-09-23 18:57:00,WZ02,App,Silver,0,4,16.09,492.6,73,5
14A79B30,2025-09-23 19:06:00,WZ02,In-Store,Silver,0,1,22.72,10.15,49,4
BABD8D2E,2025-09-23 19:24:00,WZ02,Delivery,None,0,1,32.06,28.14,121,4
E72586C1,2025-09-23 19:28:00,WZ01,Delivery,Silver,0,2,18.83,21.89,86,4
FDBDF291,2025-09-23 19:36:00,WZ01,In-Store,None,0,1,18.78,12.54,31,4
2A47EB3B,2025-09-23 19:49:00,WZ01,In-Store,Gold,0,3,22.67,29.77,41,5
0B8B9706,2025-09-24 07:05:00,WZ02,App,None,0,2,27.93,17.11,96,3
F7F1E290,2025-09-24 07:08:00,WZ01,App,None,0,2,21.98,14.76,87,3
EC205BDA,2025-09-24 07:16:00,WZ03,In-Store,None,0,3,23.75,27.44,17,5
5AC00AEC,2025-09-24 07:25:00,WZ03,In-Store,Gold,0,3,21.99,0.0,31,5
13410DFC,2025-09-24 07:36:00,WZ02,In-Store,None,0,1,25.52,6.1,65,5
D18C7E71,2025-09-24 07:49:00,WZ01,In-Store,Silver,0,1,18.53,16.93,102,5
F82F5D2D,2025-09-24 08:00:00,WZ03,In-Store,Silver,1,8,27.6,168.74,57,5
870AAE63,2025-09-24 08:04:00,WZ03,Delivery,None,0,2,18.08,31.07,97,4
1337865F,2025-09-24 08:12:00,WZ01,In-Store,None,0,1,20.03,9.03,70,5
C858EBDF,2025-09-24 08:16:00,WZ01,In-Store,None,0,2,36.89,24.41,79,4
C3B8EEE9,2025-09-24 08:21:00,WZ03,In-Store,None,0,1,25.66,36.22,43,5
E77C4526,2025-09-24 08:22:00,WZ02,App,Gold,0,2,38.14,52.55,53,5
F2049CB9,2025-09-24 08:22:00,WZ01,In-Store,None,0,2,27.02,18.2,70,5
7A71367F,2025-09-24 08:22:00,WZ01,In-Store,Gold,1,3,30.78,11.95,45,5
D06DA828,2025-09-24 08:28:00,WZ02,App,None,0,1,22.97,13.62,88,5
77DDF48A,2025-09-24 08:28:00,WZ02,App,None,0,5,23.62,84.28,95,5
E68D6E75,2025-09-24 08:32:00,WZ02,In-Store,None,0,2,16.46,26.15,88,4
A9F93626,2025-09-24 08:42:00,WZ03,In-Store,Gold,0,1,31.03,12.2,51,5
40787EEB,2025-09-24 08:44:00,WZ03,In-Store,None,0,5,13.34,88.41,138,4
86FBE95C,2025-09-24 08:55:00,WZ01,In-Store,Silver,0,1,23.8,11.01,88,4
5C4E28E1,2025-09-24 08:56:00,WZ03,App,Gold,0,2,33.26,34.53,47,5
2F858909,2025-09-24 08:58:00,WZ02,App,Silver,0,1,24.15,8.63,90,5
EFB6C316,2025-09-24 09:06:00,WZ03,In-Store,None,0,1,10.86,12.79,42,4
17CA5FDA,2025-09-24 09:09:00,WZ02,In-Store,Silver,0,2,20.5,33.49,62,4
005DE020,2025-09-24 09:09:00,WZ02,In-Store,None,0,5,21.07,87.12,81,4
A6BD6EE4,2025-09-24 09:11:00,WZ01,In-Store,Silver,0,3,26.66,46.8,61,4
0B41B219,2025-09-24 09:14:00,WZ02,In-Store,None,0,2,27.78,27.96,66,5
39288AA4,2025-09-24 09:15:00,WZ02,App,None,1,1,26.57,14.59,102,4
61FDD5DA,2025-09-24 09:20:00,WZ03,App,None,0,2,34.49,20.21,80,5
4CE8CA50,2025-09-24 09:21:00,WZ01,In-Store,None,0,4,19.3,34.16,42,4
82BBD779,2025-09-24 09:23:00,WZ02,In-Store,None,0,3,26.84,30.75,43,5
611F51A0,2025-09-24 09:27:00,WZ02,In-Store,None,0,1,26.0,20.83,70,5
77915292,2025-09-24 09:30:00,WZ01,App,Silver,0,1,15.59,8.72,68,4
FF2D3517,2025-09-24 09:32:00,WZ02,In-Store,None,0,3,21.24,34.49,79,4
05494FFE,2025-09-24 09:33:00,WZ03,App,None,0,3,25.4,14.3,134,4
72B276D1,2025-09-24 09:35:00,WZ03,In-Store,None,0,1,22.73,10.87,83,5
FD4F4759,2025-09-24 09:36:00,WZ02,In-Store,None,0,1,24.52,16.78,95,4
75C18E86,2025-09-24 09:40:00,WZ01,App,Gold,1,6,24.81,128.95,65,5
F8B67AF7,2025-09-24 09:41:00,WZ01,In-Store,None,0,1,21.09,10.44,94,4
923A3B7A,2025-09-24 09:42:00,WZ01,In-Store,None,0,1,23.22,10.24,51,5
6E4425A2,2025-09-24 09:43:00,WZ03,In-Store,Silver,0,1,14.15,32.29,78,3
836BFF20,2025-09-24 09:53:00,WZ01,In-Store,Silver,1,1,24.12,21.66,54,5
B889A51C,2025-09-24 10:03:00,WZ01,In-Store,None,0,1,29.36,13.5,74,4
DF283E48,2025-09-24 10:05:00,WZ01,App,Silver,0,1,27.55,13.11,78,5
DDED6F5F,2025-09-24 10:07:00,WZ01,App,None,0,2,22.11,31.6,69,5
0D770FF8,2025-09-24 10:15:00,WZ03,App,None,0,1,22.25,9.27,147,4
E0118D77,2025-09-24 10:15:00,WZ01,App,None,0,1,38.41,40.6,64,4
F2D42725,2025-09-24 10:20:00,WZ02,App,Gold,1,5,28.33,51.6,111,5
ABE66997,2025-09-24 10:22:00,WZ01,In-Store,None,0,2,17.55,17.85,66,4
EF51BC6F,2025-09-24 10:23:00,WZ03,In-Store,Silver,0,2,29.99,31.01,47,5
2A5778E8,2025-09-24 10:23:00,WZ02,In-Store,Silver,0,1,10.21,19.82,116,4
4307ECCF,2025-09-24 10:27:00,WZ02,App,Gold,0,1,28.54,29.61,75,5
9713D26C,2025-09-24 10:28:00,WZ03,In-Store,None,1,3,25.41,55.83,52,4
9D85B1B9,2025-09-24 10:33:00,WZ02,In-Store,Silver,0,1,22.32,20.58,59,5
9FA0CC94,2025-09-24 10:37:00,WZ01,App,Silver,1,1,29.29,6.84,62,5
BE438C48,2025-09-24 10:51:00,WZ01,App,None,0,4,23.12,60.6,88,4
3C286048,2025-09-24 10:54:00,WZ01,In-Store,None,0,2,19.23,26.68,45,5
F9CF9A22,2025-09-24 10:55:00,WZ02,In-Store,None,0,3,22.64,34.25,69,5
FC3B6858,2025-09-24 11:06:00,WZ02,App,Silver,1,2,32.29,52.7,107,4
2D96C629,2025-09-24 11:07:00,WZ02,In-Store,Silver,0,1,18.58,19.51,53,5
B495C720,2025-09-24 11:13:00,WZ02,In-Store,None,1,1,29.09,14.7,24,5
B02A5781,2025-09-24 11:15:00,WZ02,App,Gold,1,3,19.31,25.2,36,5
E0BAFB72,2025-09-24 11:17:00,WZ01,In-Store,None,0,3,18.67,82.64,53,4
32B7371F,2025-09-24 11:19:00,WZ02,In-Store,None,0,3,24.95,58.59,27,5
A5E57C71,2025-09-24 11:21:00,WZ01,App,None,0,1,25.84,9.54,42,5
4406582F,2025-09-24 11:22:00,WZ02,In-Store,None,0,2,20.76,19.2,30,5
FC484A41,2025-09-24 11:23:00,WZ01,App,None,0,7,22.81,74.35,54,4
71A00E55,2025-09-24 11:24:00,WZ01,In-Store,None,0,5,20.56,62.43,50,5
F98EF863,2025-09-24 11:29:00,WZ03,In-Store,None,0,1,30.24,7.18,42,4
7C54BD41,2025-09-24 11:32:00,WZ03,In-Store,Gold,1,2,25.99,64.26,15,5
7660BC82,2025-09-24 11:34:00,WZ01,In-Store,None,0,1,28.29,8.43,41,4
B4AB58A3,2025-09-24 11:37:00,WZ01,App,Silver,0,1,27.43,29.49,72,5
6C55C26D,2025-09-24 11:47:00,WZ01,In-Store,Gold,0,3,27.71,35.15,108,5
CD59F974,2025-09-24 11:56:00,WZ01,Delivery,Gold,1,1,37.37,19.16,87,4
1AE9DC8A,2025-09-24 12:10:00,WZ02,App,None,1,3,25.38,37.31,44,5
922FD2A1,2025-09-24 12:13:00,WZ01,In-Store,None,0,2,38.69,13.53,102,5
89B02C7A,2025-09-24 12:16:00,WZ02,In-Store,None,1,1,24.46,8.58,43,5
119EF71A,2025-09-24 12:36:00,WZ01,In-Store,None,0,1,19.98,4.29,4,5
3348B310,2025-09-24 12:40:00,WZ01,In-Store,Gold,0,1,27.0,17.83,38,5
41D463AF,2025-09-24 12:48:00,WZ01,Delivery,None,0,2,17.03,22.51,78,4
062C7859,2025-09-24 12:57:00,WZ03,In-Store,Gold,0,3,22.03,55.67,33,4
23E95D92,2025-09-24 13:10:00,WZ02,In-Store,Gold,0,2,32.35,24.02,61,5
CE680395,2025-09-24 13:17:00,WZ02,In-Store,None,0,3,38.02,29.37,19,5
6565A211,2025-09-24 13:39:00,WZ02,In-Store,Silver,0,1,11.49,15.02,57,5
BB5F3276,2025-09-24 13:39:00,WZ01,App,Gold,1,3,26.41,24.66,41,4
A038562E,2025-09-24 13:56:00,WZ03,App,None,1,3,12.4,66.75,94,4
64864748,2025-09-24 13:58:00,WZ01,In-Store,None,0,4,19.29,70.85,83,4
20E7DCB4,2025-09-24 14:01:00,WZ02,In-Store,Silver,1,1,30.14,5.76,64,5
DEB36400,2025-09-24 14:04:00,WZ01,App,Silver,0,3,27.07,35.03,77,5
0C83E8FA,2025-09-24 14:07:00,WZ01,App,Silver,0,1,31.08,25.01,106,5
9B646194,2025-09-24 14:13:00,WZ02,In-Store,Silver,0,1,29.85,16.88,145,3
4326AB04,2025-09-24 14:13:00,WZ01,In-Store,Silver,0,2,21.81,36.35,37,4
8C9C5519,2025-09-24 14:15:00,WZ01,App,Silver,0,3,15.35,31.91,133,5
EF00C3DC,2025-09-24 14:16:00,WZ01,In-Store,None,0,1,23.3,13.77,54,5
082AE86F,2025-09-24 14:17:00,WZ02,Delivery,Gold,0,1,8.0,15.53,152,3
F01A643B,2025-09-24 14:19:00,WZ01,In-Store,Gold,0,4,41.34,62.76,58,5
92D75A66,2025-09-24 14:21:00,WZ01,In-Store,Silver,0,2,17.39,36.97,48,4
E0F72CE8,2025-09-24 14:22:00,WZ03,App,Gold,0,1,16.79,12.36,48,5
4BEE1EE5,2025-09-24 14:23:00,WZ02,Delivery,None,1,1,34.99,12.59,108,5
2C734D24,2025-09-24 14:31:00,WZ03,App,Gold,1,4,19.51,59.08,72,5
37FE955A,2025-09-24 14:31:00,WZ01,In-Store,None,0,2,23.19,47.44,55,5
ABDB1B1B,2025-09-24 14:31:00,WZ02,App,Silver,0,1,12.12,28.35,134,4
160E7B7B,2025-09-24 14:34:00,WZ01,App,None,0,1,24.35,17.65,107,3
80BEE330,2025-09-24 14:36:00,WZ01,App,Gold,1,3,25.99,25.47,73,4
D0D3D0ED,2025-09-24 14:37:00,WZ03,App,None,1,1,21.36,14.9,90,4
9EC52C18,2025-09-24 14:37:00,WZ02,In-Store,Silver,0,1,21.4,23.77,101,4
4DD2F410,2025-09-24 14:41:00,WZ01,In-Store,Silver,0,3,31.71,49.9,97,4
66E6B61E,2025-09-24 14:43:00,WZ02,Delivery,None,0,2,22.92,28.07,104,3
7FA89551,2025-09-24 14:44:00,WZ01,In-Store,None,0,1,19.32,9.69,61,5
CD2983C6,2025-09-24 14:45:00,WZ01,In-Store,None,0,1,29.58,16.63,49,4
F3A2AF7E,2025-09-24 14:46:00,WZ01,Delivery,Silver,0,1,13.38,16.67,151,4
CB55ED46,2025-09-24 14:52:00,WZ02,App,None,0,3,13.46,11.39,98,4
80FBC56C,2025-09-24 14:58:00,WZ01,Delivery,Silver,0,1,22.02,10.56,120,4
28794D92,2025-09-24 14:59:00,WZ01,In-Store,Silver,0,1,32.85,9.83,43,5
FEC5EEA4,2025-09-24 15:02:00,WZ02,App,None,0,1,16.2,29.43,61,3
3768FFD2,2025-09-24 15:03:00,WZ01,App,Silver,0,2,29.81,48.56,90,5
C8102C22,2025-09-24 15:07:00,WZ03,In-Store,Silver,0,1,21.67,10.04,70,5
A3BC2454,2025-09-24 15:08:00,WZ01,In-Store,Gold,0,2,20.95,28.35,68,5
5A018A12,2025-09-24 15:14:00,WZ02,Delivery,None,0,3,26.38,81.94,112,4
540E4083,2025-09-24 15:22:00,WZ03,In-Store,Silver,0,1,22.83,23.65,61,4
D3F3698B,2025-09-24 15:29:00,WZ03,App,None,0,5,15.92,73.64,136,4
480D7CF6,2025-09-24 15:34:00,WZ01,App,None,1,4,13.56,28.38,70,5
06F1831F,2025-09-24 15:35:00,WZ02,In-Store,None,0,3,13.55,23.12,71,4
5FD11EAC,2025-09-24 15:35:00,WZ01,In-Store,None,0,5,13.18,96.58,46,5
01ECA7A5,2025-09-24 15:43:00,WZ02,In-Store,None,0,2,27.12,20.08,42,5
29BC39D8,2025-09-24 15:44:00,WZ03,In-Store,Silver,0,1,24.82,17.64,71,4
E067C5E9,2025-09-24 15:49:00,WZ01,In-Store,None,0,2,27.89,24.79,101,5
05B8A032,2025-09-24 16:06:00,WZ02,In-Store,None,0,1,32.36,18.0,79,4
0B303ACC,2025-09-24 16:08:00,WZ01,App,None,1,4,24.16,33.9,82,4
2DB5DCAD,2025-09-24 16:08:00,WZ01,Delivery,None,0,1,29.23,8.45,133,3
CCDD136A,2025-09-24 16:12:00,WZ01,In-Store,None,0,1,21.93,15.49,84,4
C0987D92,2025-09-24 16:14:00,WZ01,App,None,0,3,23.63,20.68,66,4
3E4E66B8,2025-09-24 16:17:00,WZ01,In-Store,Silver,0,6,24.95,137.81,51,3
1537EA06,2025-09-24 16:18:00,WZ01,In-Store,Silver,0,1,20.13,11.64,101,5
D197F0EC,2025-09-24 16:18:00,WZ01,Delivery,Silver,0,1,17.36,24.9,115,5
4E601C39,2025-09-24 16:19:00,WZ01,App,None,1,3,27.2,38.54,77,3
C569A38F,2025-09-24 16:20:00,WZ03,App,None,1,1,29.49,8.13,82,4
9F69C9B1,2025-09-24 16:22:00,WZ02,Delivery,None,1,2,20.02,32.07,118,4
F7AABA2F,2025-09-24 16:31:00,WZ02,App,Gold,1,2,17.46,45.48,111,4
1A7F7CD0,2025-09-24 16:31:00,WZ01,App,Silver,1,4,30.04,521.38,113,5
12E13558,2025-09-24 16:36:00,WZ03,In-Store,Silver,0,1,31.19,7.02,102,5
7388F35D,2025-09-24 16:36:00,WZ01,Delivery,None,0,1,25.42,14.49,187,5
07E4D2EF,2025-09-24 16:38:00,WZ03,App,Gold,0,4,20.3,160.15,62,5
26A3E217,2025-09-24 16:47:00,WZ01,In-Store,None,0,1,28.24,15.47,48,5
04BAFE50,2025-09-24 16:50:00,WZ01,App,None,0,5,33.12,63.63,121,3
89F5FAB7,2025-09-24 16:52:00,WZ01,In-Store,None,0,2,17.53,33.61,74,5
69DE5AAC,2025-09-24 17:02:00,WZ02,In-Store,Silver,1,1,25.06,23.47,44,5
43B72A60,2025-09-24 17:09:00,WZ02,App,None,1,2,22.95,14.09,44,5
B4551D81,2025-09-24 17:24:00,WZ02,App,None,0,1,30.15,16.84,87,4
B27EACF8,2025-09-24 17:25:00,WZ02,App,None,0,2,22.77,48.77,47,5
60510A08,2025-09-24 17:27:00,WZ02,App,None,0,3,24.18,40.41,132,4
D7A9F97F,2025-09-24 17:28:00,WZ01,In-Store,Silver,0,3,28.67,48.2,47,5
F8EF6880,2025-09-24 17:33:00,WZ01,In-Store,None,1,1,13.25,12.5,42,5
DC70665F,2025-09-24 17:46:00,WZ03,Delivery,None,0,2,29.77,37.16,90,4
FEC7160B,2025-09-24 17:49:00,WZ01,App,None,0,3,32.26,63.74,26,5
1C4A94F6,2025-09-24 18:06:00,WZ01,App,None,1,3,30.38,46.43,49,4
321A352A,2025-09-24 18:17:00,WZ01,App,None,0,1,30.7,9.16,78,3
3D70FBC9,2025-09-24 18:35:00,WZ01,App,None,0,1,20.8,10.07,94,5
637FA942,2025-09-24 18:36:00,WZ01,App,Silver,1,1,27.27,31.36,46,4
1EA0DDC6,2025-09-24 18:42:00,WZ02,App,None,0,4,22.45,45.8,36,4
03E76269,2025-09-24 18:56:00,WZ01,In-Store,None,0,1,23.05,6.2,53,5
9607748A,2025-09-24 19:44:00,WZ02,In-Store,None,0,2,19.83,26.41,53,4
F8AE5DC4,2025-09-25 07:03:00,WZ01,App,None,0,3,17.86,61.13,82,4
75626E11,2025-09-25 07:07:00,WZ01,In-Store,None,0,2,26.53,43.73,32,5
5EE8BEF5,2025-09-25 07:07:00,WZ01,In-Store,Gold,0,2,20.08,34.04,24,5
981F6700,2025-09-25 07:19:00,WZ02,In-Store,None,0,3,32.63,32.41,66,4
88E68BFC,2025-09-25 07:28:00,WZ03,App,None,0,2,24.77,89.47,72,4
EFD5FE1C,2025-09-25 07:39:00,WZ01,In-Store,Silver,0,1,27.08,18.95,51,5
E53F7AF2,2025-09-25 07:46:00,WZ01,In-Store,Silver,0,1,24.85,24.11,20,5
0F6379A9,2025-09-25 08:01:00,WZ01,App,None,0,3,24.8,54.17,98,4
8D84CE56,2025-09-25 08:01:00,WZ01,In-Store,None,0,1,21.71,12.06,61,4
F3611AD2,2025-09-25 08:03:00,WZ03,In-Store,None,0,1,14.04,12.81,68,5
B43B41CC,2025-09-25 08:04:00,WZ01,In-Store,None,0,3,19.45,32.97,37,5
24F6B3C4,2025-09-25 08:07:00,WZ01,In-Store,None,0,2,26.43,29.56,56,5
90E31DB0,2025-09-25 08:14:00,WZ01,App,None,0,1,13.95,92.16,73,4
52CF5EBC,2025-09-25 08:15:00,WZ03,In-Store,Silver,0,2,13.19,45.03,54,4
8234FCDE,2025-09-25 08:17:00,WZ03,Delivery,None,0,1,36.32,11.6,95,4
931F3926,2025-09-25 08:24:00,WZ03,In-Store,None,0,1,18.46,19.45,43,4
63D29BDE,2025-09-25 08:25:00,WZ02,In-Store,None,0,1,24.09,7.54,44,5
DF0A6447,2025-09-25 08:25:00,WZ02,In-Store,None,1,1,16.57,18.3,58,4
A6D31A07,2025-09-25 08:29:00,WZ02,Delivery,None,1,1,33.67,7.99,125,4
19F646FA,2025-09-25 08:32:00,WZ01,In-Store,Silver,0,2,19.2,12.47,69,4
C5D5B63A,2025-09-25 08:35:00,WZ01,In-Store,Silver,0,4,26.27,27.52,36,4
97DE7772,2025-09-25 08:37:00,WZ03,In-Store,None,0,2,23.31,33.37,34,5
04F5E914,2025-09-25 08:37:00,WZ01,App,None,0,2,21.73,17.07,112,4
F92A2C88,2025-09-25 08:38:00,WZ03,App,None,1,1,24.79,13.83,87,5
970AD37D,2025-09-25 08:39:00,WZ01,Delivery,None,0,1,24.51,15.71,148,5
DC615C58,2025-09-25 08:40:00,WZ03,In-Store,None,1,1,23.87,6.66,114,5
B0E52EE7,2025-09-25 08:40:00,WZ01,App,Gold,1,3,24.22,54.88,80,4
8DB0EFC5,2025-09-25 08:43:00,WZ03,App,None,0,3,25.42,53.01,55,4
15A43C1A,2025-09-25 08:44:00,WZ03,App,None,0,1,16.35,12.74,66,5
BE4004BE,2025-09-25 08:49:00,WZ03,In-Store,None,0,2,28.6,47.47,64,5
D9EF5EB3,2025-09-25 08:52:00,WZ02,App,None,0,4,19.84,53.41,74,5
88107F13,2025-09-25 08:52:00,WZ02,App,None,0,3,29.32,20.39,80,3
A2E252DD,2025-09-25 08:53:00,WZ01,In-Store,None,0,4,42.76,70.22,37,5
3F480FFA,2025-09-25 08:54:00,WZ01,App,None,1,3,16.75,17.2,77,4
74D4105A,2025-09-25 08:57:00,WZ01,In-Store,Silver,0,2,27.25,47.86,52,5
7C77DBE4,2025-09-25 08:59:00,WZ01,App,Silver,0,1,25.31,15.76,85,4
4735B144,2025-09-25 09:09:00,WZ01,In-Store,None,0,4,30.39,40.12,62,4
364E0EEF,2025-09-25 09:09:00,WZ02,In-Store,Silver,0,2,26.67,11.1,74,5
D5B5ED57,2025-09-25 09:12:00,WZ01,In-Store,Gold,1,4,18.64,75.33,78,5
7B9FF76B,2025-09-25 09:13:00,WZ01,In-Store,Gold,0,3,21.57,49.45,78,5
DFE694BE,2025-09-25 09:13:00,WZ02,In-Store,Silver,0,2,26.25,26.66,71,5
8648F08A,2025-09-25 09:17:00,WZ01,In-Store,Silver,0,4,27.25,67.97,104,4
0375BFBE,2025-09-25 09:17:00,WZ02,In-Store,Gold,0,5,24.14,70.21,64,5
AAA7D8C7,2025-09-25 09:20:00,WZ02,App,None,0,3,21.49,68.11,81,5
BFEDF346,2025-09-25 09:21:00,WZ02,App,None,0,4,24.69,53.49,46,5
F75ED618,2025-09-25 09:21:00,WZ02,In-Store,Gold,0,1,28.24,27.67,91,5
679AB2F5,2025-09-25 09:23:00,WZ01,In-Store,None,0,2,10.37,26.05,57,5
F7B24053,2025-09-25 09:30:00,WZ01,In-Store,None,0,2,19.78,20.08,59,5
24716060,2025-09-25 09:31:00,WZ02,In-Store,None,0,2,19.52,19.85,72,5
D57C5968,2025-09-25 09:32:00,WZ02,App,None,0,2,30.65,28.21,57,5
A10FB2A6,2025-09-25 09:33:00,WZ01,App,None,0,1,24.81,10.29,103,4
76F8B1E3,2025-09-25 09:36:00,WZ01,In-Store,Silver,0,1,18.49,22.45,34,5
